cod_geo,País,Sigla,Institución,Nombre de la Iniciativa,Área,"Política, Planes, Programas, Iniciativas/Proyectos",Fecha,Finalidad,Descripción,Link ,Link 2
CO,Colombia,CO,Consejería Presidencial para la Equidad de la Mujer,Sistema de Prevención Temprana de violencias contra las mujeres,Violencia Doméstica/VIF,Planes y Programas,06/07/2020,Atención y respuesta,"El Sistema de Prevención Temprana se basará en la aplicación del ‘Protocolo de riesgo feminicida’, del Instituto Nacional de Medicina Legal. Además, se articulará con la Sala de Monitoreo y Respuesta Rápida, que dará respuesta inmediata a casos de alto riesgo identificados a través de la Línea 155 y demás canales de denuncia en todo el país, bajo el liderazgo de la Policía Nacional y con el apoyo de las Consejerías Presidenciales para la Equidad de la Mujer y para la Seguridad. El trabajo será coordinado con Fiscalía, Procuraduría, Defensoría del Pueblo, Ejército, ICBF y los ministerios del Interior, Defensa y Justicia.",http://www.equidadmujer.gov.co/prensa/2019/Paginas/Gobierno-anuncia-Sistema-Prevencion-temprana-violencias-contra-mujeres-frenar-altas-tasas-feminicidio.aspx,
EC,Ecuador,EC,Consejo de la Judicatura,Sistema especial de atención para las víctimas de violencia,Violencia Doméstica/VIF,Proyectos/Iniciativas,20/03/2020,Atención y respuesta,"El Consejo de la Judicatura, a través de sus direcciones provinciales, implementó un sistema especial de atención para las víctimas de violencia, mientras dura la emergencia sanitaria COVID -19. El Consejo habilitó, a escala nacional, 164 unidades judiciales para atender casos flagrantes de violencia contra las mujeres y miembros del núcleo familiar.",http://www.funcionjudicial.gob.ec/index.php/es/saladeprensa/noticias/item/8229-en-la-emergencia-sanitaria-consejo-de-la-judicatura-garantiza-atenci%C3%B3n-judicial-para-v%C3%ADctimas-de-violencia.html,
MX,México,MX,Instituto Nacional de las Mujeres,Sitio web COVID-19 con perspectiva de género,Violencia Doméstica/VIF,Proyectos/Iniciativas,28/04/2020,Atención y respuesta,"Directorio telefónico y sitios dónde acudir en caso de sufrir violencia familiar, acoso o abuso sexual. ",https://coronavirus.gob.mx/violencia-de-genero/,
CR,Costa Rica,CR,"Ministerio de Educación Pública, Colegio de Profesionales de Psicología, Patronato Nacional de la Infancia",Sitio web: Alto al Ciberbullying #Rompéelsilencio,Ciberbullying,Proyectos/Iniciativas,16/07/2020,Prevención,Sitio web especializado en ciberbullying con el objetivo de generar conciencia sobre el tema. ,https://psicologiacr.com/ciberbullying/,
MX,México,MX,Poder Judicial,Solicitud servicios oficio CNPEVM/228/2020. Medidas del Poder Judicial frente a la violencia y acceso a la justicia para las mujeres,Violencia Doméstica/VIF,Proyectos/Iniciativas,02/04/2020,Atención y respuesta,"Acuerdos de los Tribunales Superiores de Justicia de las 32 entidades federativas ante la pandemia de coronavirus COVID-19. En materia de violencia doméstica, la guía establece las medidas adoptadas por las entidades en materia de solicitud de servicios de separación provisional de personas, depósitos de menores de edad, medidas de protección a mujeres que viven violencia, juicio de alimentos y consignación y entrega de billetes o depósitos. Salvo excepciones (Guerrero), se mantienen en funcionamiento todos los servicios. ",https://www.gob.mx/cms/uploads/attachment/file/544769/TSJ_.pdf,https://www.gob.mx/conavim/documentos/tribunales-superiores-de-justicia-ante-contingencia-por-pandemia-covid-19
JM,Jamaica,JM,"Minister of Culture, Gender, Entertaiment and Sport",Spotlight Iniciativa Jamaica programme,Violencia Doméstica/VIF,Proyectos/Iniciativas,14/07/2020,Atención y respuesta,"El programa de Jamaica se centrará en: - establecer líneas telefónicas directas las 24 horas del día para las víctimas, incluidas líneas de texto para personas sordas y con discapacidad auditiva; - revisión y / o desarrollo de legislación para aumentar la protección de las personas vulnerables, como los niños y los ancianos; - así como la sensibilización permanente del público sobre la violencia de género.",https://jis.gov.jm/media/2020/07/Sect_20200714_Final-1.pdf,https://twitter.com/Babsy_grange/status/1283201925316476928?s=20; https://spotlightinitiative.org/es/node/17553
AG,Antigua y Barbuda,AG,Ministerio de Desarrollo Social ,Teleasistencia (línea directa),Violencia Doméstica/VIF,Proyectos/Iniciativas,17/04/2020,Atención y respuesta,"Servicio de asistencia en línea que incluye asesoría, intervenciones familiares y referencias de apoyo.",https://www.facebook.com/675762122516480/photos/a.888056471287043/2916100315149305/?type=3&theater,
AR,Argentina,AR,Ministerio de Justicia y Derechos Humanos,Toma de denuncias por violencia de género durante aislamiento preventivo obligatorio por COVID-19,Violencia Doméstica/VIF,Proyectos/Iniciativas,01/04/2020,Atención y respuesta,Pautas para el personal policial para actuar en casos de violencia de género ocurridos durante el aislamiento social. ,https://www.argentina.gob.ar/sites/default/files/instructivo_para_personal_policial_y_formulario_de_denuncia.pdf,
AR,Argentina,AR,Ministerio Público Fiscal de la Nación,Toma de denuncias por violencia de género durante aislamiento preventivo obligatorio por COVID-19 ,Violencia Doméstica/VIF,Proyectos/Iniciativas,26/05/2020,Atención y respuesta,Pautas básicas para que las y los operadores policiales tomen denuncias por violencia de género durante el aislamiento preventivo obligatorio por COVID-19.,https://www.mpf.gob.ar/covid/files/2020/05/PGN-0039-2020-001.pdf,
PE,Perú,PE,Poder Judicial ,Violencia contra la mujer e integrantes del grupo Familiar,Violencia Doméstica/VIF,Productos/Recursos,01/07/2020,Información estadística,Estadísticas de violencia intrafamiliar de diciembre 2015 a mayo 2020.,https://scc.pj.gob.pe/wps/wcm/connect/Genero/s_cgen/as_estadistica/as_mapa_violencia_fam/,
PE,Perú,PE,Ministerio de la Mujer y Poblaciones Vulnerables,Vivamos el aislamiento con igualdad,Violencia Doméstica/VIF,Productos/Recursos,17/04/2020,Prevención,"Brinda información sobre líneas telefónicas, prevención de riesgos, conductas de violencia doméstica, estereotipos de género y promoción de los roles compartidos en el hogar. ",http://www.mimp.gob.pe/files/cartilla-vivamos-aislamiento-con-igualdad.pdf,
PE,Perú,PE,Ministerio de la Mujer y Poblaciones Vulnerables,Vivamos sin violencia también en emergencia ,Violencia Doméstica/VIF,Productos/Recursos,04/05/2020,Atención y respuesta,"Pautas para prevenir situaciones de violencia en las parejas y familias durante el estado de emergencia. Las recomendaciones abarcan recomendaciones para evitar y manejar conflictos en el hogar y relación de pareja, protección de los hijos/as y servicios esenciales de atención contra la violencia.",https://observatorioviolencia.pe/wp-content/uploads/2020/04/Cartilla-Vivamos-sin-violencia-tambien-en-emergencia.pdf,
CL,Chile,CL,Superintendencia de Educación,"Webinar ""Ciberacoso en tiempos de pandemia""",Ciberbullying,Proyectos/Iniciativas,17/06/2020,Prevención,Webinar CiberAcosos en tiempo de educación a distancia,https://youtu.be/-cED2BEQ82Y,
CL,Chile,CL,Ministerio de la Mujer y la Equidad de Género,WhatsApp Mujer,Violencia Doméstica/VIF,Proyectos/Iniciativas,28/04/2020,Atención y respuesta,"Por medio de la comunicación a través de la aplicación WhatsApp se pretende brindar información, orientación y contención emocional a quienes estén viviendo situaciones de violencia o sean testigos de esta.  El número es +569 9700 7000.",https://www.sernameg.gob.cl/?p=31250,
PE,Perú,PE,Ministerio de la Mujer y Poblaciones Vulnerables,Yo me quedo en casa de forma segura,Violencia Doméstica/VIF,Productos/Recursos,01/05/2020,Prevención,Mensajes y acciones de sensibilización para prevenir la violencia y promover la igualdad.,https://youtu.be/DgAQ4ROkLxs,
